Company_Name,JobTitles,Skills,Description,Stipend,Links
RPA Infotech Private Limited,Technical Lead Generation & Business Prospects (IT),"Business Analysis , Cloud Computing , Content Marketing , Content Writing , Digital Marketing , Email Marketing , Lead Generation , Machine Learning , Robotic Process Automation (RPA)","Selected intern's day-to-day responsibilities include:

1. Utilize the LinkedIn platform predominantly to identify and qualify potential leads and prospects for digital transformation services
2. Research target markets, industries, and organizations to find key decision-makers
3. Employ effective search techniques on LinkedIn to build a database of potential clients based on specific criteria and requirements
4. Execute strategies to promote digital transformation services effectively
5. Create compelling and engaging content on LinkedIn, including articles, posts, and updates, to showcase our expertise and attract the attention of target audiences
6. Engage with prospects through messages, groups, and building connections
7. Nurture existing client relationships and ensure regular communication
8. Align efforts with sales and marketing teams for cohesive lead generation
9. Track metrics and provide industry insights. Business Analysis , Cloud Computing , Content Marketing , Content Writing , Digital Marketing , Email Marketing , Lead Generation , Machine Learning , Robotic Process Automation (RPA)","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/work-from-home-technical-lead-generation-business-prospects-it-internship-at-rpa-infotech-private-limited1709096229
PayPie,Flutter Developer,"Firebase , Flutter , Git","Are you a talented Flutter Developer looking to gain hands-on experience in a dynamic fintech company like PayPie? We are seeking a passionate individual who is proficient in Flutter, Firebase, and Git to join our team as a Flutter Developer Intern.

Key responsibilities:

1. Collaborate with the development team to design, develop, and implement new features and functionalities in our mobile application
2. Work closely with UI/UX designers to ensure the best user experience for our app users
3. Utilize Firebase for real-time database management and cloud storage integration
4. Ensure code quality and maintainability by following best practices and conducting code reviews
5. Assist in troubleshooting and resolving bugs and issues in the application
6. Continuously learn and stay updated on the latest trends and technologies in mobile app development
7. Contribute innovative ideas and solutions to help drive the success of our mobile application

If you are a self-motivated individual with a strong passion for mobile app development and a desire to make an impact, then we want to hear from you! Join us at PayPie and gain valuable experience while working on exciting projects that will challenge and inspire you. Apply now and take your career to the next level!. Firebase , Flutter , Git","₹ 7,000 /month",https://internshala.com/internship/detail/work-from-home-flutter-developer-internship-at-paypie1709095822
Super One Intelligence Vidyarthi Private Limited,PHP Development,Node.js,"As a PHP Development intern at Super One Intelligence Vidyarthi Private Limited, you will have the opportunity to work on cutting-edge projects and gain valuable hands-on experience in the field of web development. We are looking for a talented individual who is proficient in PHP and Node.js, with a passion for creating innovative solutions.

Key responsibilities:

1. Collaborate with the development team to design and implement new features for our web applications
2. Write clean, scalable code using PHP and Node.js to optimize the performance of our websites
3. Conduct thorough testing and debugging to ensure the functionality and usability of our applications
4. Assist in the integration of third-party APIs and services to enhance the functionality of our platforms
5. Stay updated on the latest trends and technologies in web development to continuously improve our products
6. Participate in code reviews and provide constructive feedback to improve the overall quality of our codebase
7. Communicate effectively with team members to coordinate project tasks and meet project deadlines

Join us at Super One Intelligence Vidyarthi Private Limited and take your skills to the next level in a dynamic and innovative work environment. Apply now and be a part of our growing team!. Node.js","₹ 5,000-12,000 /month",https://internshala.com/internship/detail/php-development-internship-in-noida-at-super-one-intelligence-vidyarthi-private-limited1709093329
Tradeshala,Capital Market Analyst,"Data Analysis , Financial Modeling","Selected intern's day-to-day responsibilities include:

1. Conduct in-depth research on various financial instruments
2. Analyze market trends, news, and economic indicators for insights
3. Assist in formulating and executing trading strategies
4. Collaborate on research projects and client deliverables
5. Attend mentorship sessions for career development
6. Stay updated on industry developments and regulations
7. Support in preparing reports and presentations

Requirements:

1. Pursuing or recently graduated with a degree in finance, economics, business, or related field
2. Strong analytical and research skills
3. Prior exposure to forex, capital markets, or cryptocurrencies is beneficial
4. Excellent written and verbal communication
5. Proficiency in Microsoft Office Suite
6. Ability to work independently and collaboratively in a remote setting

Benefits:

1. Personalized mentorship for professional growth
2. Access to mentors with extensive industry expertise
3. Real-world applications of financial research
4. Flexible remote work arrangements. Data Analysis , Financial Modeling","₹ 15,000 lump sum",https://internshala.com/internship/detail/work-from-home-capital-market-analyst-internship-at-tradeshala1709093144
WEBINISER LTD,WordPress Development,"English Proficiency (Written) , HTML&CSS , WordPress","1. Develop and maintain WordPress websites in line with project requirements.
2. Collaborate with the development team to implement website features and functionality.
3. Troubleshoot and resolve issues related to WordPress websites.. English Proficiency (Written) , HTML&CSS , WordPress","₹ 12,000 /month",https://internshala.com/internship/detail/work-from-home-wordpress-development-internship-at-webiniser-ltd1709059772
Advisoropedia,Full Stack Development,"CSS , HTML , MongoDB , Node.js , React","Selected intern's day-to-day responsibilities include: 

1. Develop and maintain user-facing features using ReactJS and related technologies (HTML, CSS, JavaScript)
2. Design and implement responsive user interfaces
3. Write clean, well-documented, and reusable code
4. Work on staying up-to-date with the latest front-end trends and best practices
5. Develop and maintain server-side APIs and microservices using NodeJS and JavaScript
6. Design and implement efficient and scalable database solutions
7.  Troubleshoot and debug backend issues
8. Work on staying up-to-date with the latest NodeJS technologies and best practices
9. Collaborate effectively with designers, front-end developers, and other team members
10. Contribute to unit and integration testing efforts
11. Participate in code reviews and discussions. CSS , HTML , MongoDB , Node.js , React","₹ 7,000-10,000 /month",https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-advisoropedia1709039963
Legit Farms,WordPress And SEO,"Search Engine Optimization (SEO) , WordPress","Are you a WordPress whiz with a passion for SEO? Legit Farms is looking for a motivated intern to join our team and help us boost our online presence! As our WordPress and SEO intern, you will have the opportunity to gain hands-on experience in website management and digital marketing strategies. 

Selected intern's day-to-day responsibilities include:

1. Assist in the creation and optimization of website content using WordPress.
2. Conduct keyword research and implement on-page SEO strategies to improve search engine rankings.
3. Monitor website performance and provide regular reports on SEO metrics.
4. Collaborate with our marketing team to develop and execute SEO campaigns.
5. Stay up-to-date on industry trends and algorithm updates to ensure best practices.
6. Implement link-building strategies to improve domain authority.
7. Help in the development and implementation of social media and email marketing campaigns. 

If you are eager to learn, have a strong attention to detail, and are ready to dive into the world of WordPress and SEO, we want to hear from you! Join us at Legit Farms and take your digital marketing skills to the next level. Apply now!. Search Engine Optimization (SEO) , WordPress","₹ 10,000 /month",https://internshala.com/internship/detail/wordpress-and-seo-internship-in-bangalore-at-legit-farms1709037694
Dendrite.ai,React/Node.js Web/UI Development,"CSS , Docker , Git , HTML , JavaScript , Node.js , ReactJS , SQL , TypeScript","Selected intern's day-to-day responsibilities include:

1. Write TypeScript/HTML/CSS for web UI platform with a strong focus on scalability, supportability, and maintainability under the general direction of senior team members
2. Participate in design and code reviews
3. Diagnose and resolve issues in production
4. Enhance and develop all aspects of the company's technology suite by collaborating with development teams to determine application requirements
5. Assess and prioritize client feature requests. CSS , Docker , Git , HTML , JavaScript , Node.js , ReactJS , SQL , TypeScript","₹ 5,000-15,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-react-nodejs-web-ui-development-internship-at-dendriteai1709033176
Fullfily,Fleet Management,"Data Analysis , MS-Excel , MS-PowerPoint , Operations , Tamil Proficiency (Spoken)","Are you passionate about fleet management and looking to gain hands-on experience in a dynamic and fast-paced environment? We are seeking a talented Fleet Management intern to join our team at Fullfily company. As an intern, you will have the opportunity to work closely with our operations team and learn the ins and outs of managing a fleet of vehicles efficiently and effectively.

Selected intern's day-to-day responsibilities include:

1. Assist in maintaining accurate and up-to-date records of all fleet vehicles, including maintenance schedules and fuel consumption
2. Utilize MS Excel and MS PowerPoint to analyze data and create reports on fleet performance and cost efficiency
3. Collaborate with the Fleet Management team to coordinate vehicle maintenance and repairs, ensuring minimal downtime
4. Use your Tamil proficiency (spoken) to communicate effectively with technicians and other team members
5. Conduct data analysis to identify trends and opportunities for improvement in fleet management processes
6. Support the implementation of new technologies and systems to streamline fleet operations
7. Assist in developing strategies to optimize fleet utilization and reduce overall costs

If you are a detail-oriented individual with a strong proficiency in MS Excel, MS PowerPoint, operations, Tamil proficiency, and data analysis, we want to hear from you! Join us at Fullfily company and take the first step toward a rewarding career in fleet management. Apply now!. Data Analysis , MS-Excel , MS-PowerPoint , Operations , Tamil Proficiency (Spoken)","₹ 7,000 /month",https://internshala.com/internship/detail/fleet-management-internship-in-chennai-at-fullfily1709036638
Epsilon International,Web Development,".NET , ASP.NET , C# , JavaScript , MS SQL Server","Selected intern's day-to-day responsibilities include:

1. Handling extensive software development work on platforms such as ASP. Net, C#, MS SQL Server, Cloud technologies (Azure), Data-Cataloguing Tool, etc.
2. Troubleshooting, identifying root causes for the problems, and taking corrective and preventive steps on our proprietary software products (https://abidus.com/ and https://www.kenspan.com/) 
3. Providing training to the customer on our above software and solutions
4. Contributing towards continued research and development work of our very innovative live SaaS-based solutions presently on offer to both domestic and global clients
5. Working with the team to manage, optimize and customize our web applications
6. Providing product demonstration to customers
7. Creating and maintaining technical documentation. .NET , ASP.NET , C# , JavaScript , MS SQL Server","₹ 15,000 /month",https://internshala.com/internship/detail/web-development-internship-in-multiple-locations-at-epsilon-international1709033228
MoLog Media & Advertising,Reactjs Development,"CSS , HTML , JavaScript , ReactJS , React Native","Selected intern's day-to-day responsibilities include: 

1. Designing, coding, and modifying websites, from layout to function and according to a client's specifications, and striving to create visually appealing sites that feature user-friendly design and clear navigation
2. Working on UI, cross-browser compatibility, general web functions, and standards
3. Working with web applications and programming languages such as HTML, CSS, JavaScript, markup languages, jQuery, and APIs
4. Working in multidisciplinary  team with other professionals such as back-end developers and web designers. CSS , HTML , JavaScript , ReactJS , React Native","₹ 15,000 /month",https://internshala.com/internship/detail/reactjs-development-internship-in-gurgaon-at-molog-media-advertising1709029497
Khyati Thakur,Machine Learning,"Data Science , JavaScript","Selected intern's day-to-day responsibilities include:

1. Fine-tune and optimize the existing Hugging Face model for specific tasks or domains relevant to your application
2. Experiment with different architectures, hyperparameters, and training techniques to enhance the model's performance
3. Design and implement a RESTful API for the Hugging Face model, allowing easy integration into various applications
4. Ensure the API is well-documented, user-friendly, and follows best practices for security and scalability
5. Develop a small-scale application that showcases the capabilities of the Hugging Face model
6. Integrate the model into the application, handling input/output interfaces effectively
7. Implement user interfaces and experiences that demonstrate the model's functionality in a real-world context. Data Science , JavaScript","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-machine-learning-internship-at-khyati-thakur1709028664
GrayQuest Education Finance Private Limited,Business Analytics,"Data Analytics , Microsoft Project , MS-Excel , MS-Office , Operations , Research and Analytics","Selected intern's day-to-day responsibilities include:

1. Coordinate internal resources and partner with cross-functional stakeholders for flawless execution of the funnel
2. Lead strategic planning initiatives, regional business review sessions, and operational support for the business team, involving planning, organizing, and coordinating with regional business leaders
3. Identify issues and areas of enhancement that provide value-added insights and lead/implement strategic initiatives
4. Manage the end-to-end business funnel for the region
5. Develop and implement internal operational processes to drive standardization across multiple teams. Data Analytics , Microsoft Project , MS-Excel , MS-Office , Operations , Research and Analytics","₹ 30,000 /month",https://internshala.com/internship/detail/business-analytics-internship-in-multiple-locations-at-grayquest-education-finance-private-limited1709028297
Data Lumina,Data Analytics,"Data Analytics , English Proficiency (Spoken) , English Proficiency (Written) , Natural Language Processing (NLP) , Research and Analytics","1. Understand how speech recognition, also called speech-to-text works
2. Categorize unstructured datasets i.e. (English passages into past, present, and future tenses)
3. Work on grammatical tagging, the process of determining the part of speech of a particular word or piece of text based on its use and context
4. Apply critical thinking prescriptive analysis techniques to make the content more structured and logical
5. Get to understand the technical process with a non-technical approach. Data Analytics , English Proficiency (Spoken) , English Proficiency (Written) , Natural Language Processing (NLP) , Research and Analytics","₹ 2,500 /week",https://internshala.com/internship/detail/data-analytics-internship-in-pune-at-data-lumina1709019823
RenoApp,Mobile App Development (Full Stack),"Amazon Web Services (AWS) , JavaScript , Node.js , React Native , REST API , TypeScript","Selected intern's day-to-day responsibilities include:

1. Working on mobile app development using the React Native framework and Expo
2. Working on Node.js for server-side logic
3. Working on TypeScript and JavaScript for both the frontend and backend
4. Handling authentication and data exchange securely

Requirements:

1. Familiarity with Postgres
2. Experience in API integration and RESTful principles
3. Experience in integrating payment gateways and other third-party services is a plus. Amazon Web Services (AWS) , JavaScript , Node.js , React Native , REST API , TypeScript","₹ 15,000 /month",https://internshala.com/internship/detail/work-from-home-mobile-app-development-full-stack-internship-at-renoapp1709024521
Let's Meet Bro,WordPress Development,"CSS , HTML , JavaScript , PHP , Search Engine Optimization (SEO) , WordPress","Selected intern's day-to-day responsibilities include: 

1. Develop WordPress websites
2. Integrate WordPress themes
3. Implement WordPress plugins. CSS , HTML , JavaScript , PHP , Search Engine Optimization (SEO) , WordPress","₹ 7,000 /month",https://internshala.com/internship/detail/wordpress-development-internship-in-bangalore-at-lets-meet-bro1709023286
Blue Horn Technologies,Business Research,"Data Analysis , MS-Office , Research and Analytics","Selected intern's day-to-day responsibilities include: 

1. Work on online and offline research
2. Work on data tabulation and presentation
3. Work on data analysis, solution discovery, and documentation. Data Analysis , MS-Office , Research and Analytics","₹ 5,000-7,500 /month",https://internshala.com/internship/detail/part-time-business-research-internship-in-kolkata-at-blue-horn-technologies1709020102
Deepvue Technologies,WordPress Development,"HTML&CSS , JavaScript , UI & UX Design , WordPress","Selected intern's day-to-day responsibilities include:

1. Turn designs into working WordPress themes using HTML, CSS, and JavaScript
2. Team up with graphic designers for smooth cooperation
3. Write code to match the design and work well on phones and tablets
4. Check that everything looks good on different browsers and devices
5. Make sure web pages are easy to find on search engines
6. Add in extra features like jQuery
7. Feel confident working on current projects and adding new stuff
8. Work with other developers and designers to get things done

Requirements:

1. Ability to turn Figma designs into WordPress websites that look just like the designs
2. Understanding of making websites that work well on all devices
3. Knowledge of UI layouts, SASS, Bootstrap, and CSS GRID
4. Experience in building websites that work on different browsers
5. Experience with custom animations using CSS and SVG
6. Proficiency in JavaScript, especially in changing how web pages look and act
7. Familiarity with Elementor and Revolution Slider WordPress Plugins
8. Understanding of adding Lottie animations
9. Ability to use SEO techniques

Do you resonate with our core values?
At the core of our DNA are values like hard work, honesty, putting customers first, and championing a team-first mindset. We firmly believe in putting the right people in the right roles and trusting them to do their thing. We're all in this together, taking ownership of what we do. It's all about ideas over egos, any day!. HTML&CSS , JavaScript , UI & UX Design , WordPress","₹ 10,000-25,000 /month",https://internshala.com/internship/detail/work-from-home-wordpress-development-internship-at-deepvue-technologies1709018044
Growify Digital,Website Operation,"JavaScript , WordPress","Selected intern's day-to-day responsibilities include:

1. Create an e-commerce store on Shopify and WordPress
2. Add and update products listings and images on the website
3. Work to catalog products as per the requirement
4. Execute sales, promotions, and marketing campaigns on the website
5. Work on testing to go-live
6. Onboard new clients and manage existing clients
7. Work closely with the design, development, and sales team. JavaScript , WordPress","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/website-operation-internship-in-delhi-at-growify-digital1709017804
ADG Online Solutions Private Limited,PHP Development,PHP,#NAME?,"₹ 15,000 /month",https://internshala.com/internship/detail/php-development-internship-in-gujarat-at-adg-online-solutions-private-limited1709009144
"Grinning Co. (Antioch, United States)",Front End Development,"CSS , Figma , HTML , JavaScript , Node.js , ReactJS , REST API","Selected intern's day-to-day responsibilities include: 

1. Collaborate with the design and product team to translate designs into functional web extension features
2. Develop and maintain high-quality code using modern web development technologies
3. Participate in code reviews and provide constructive feedback to other team members
4. Work closely with the backend team to ensure seamless integration of frontend and backend features
5. Optimize web extension performance and ensure a smooth user experience
6. Stay up to date with the latest web development trends and technologies

Requirements:

1. Bachelor's degree in computer science or related field
2. 2+ years of experience as a frontend engineer
3. Experience with Figma and React.js is a MUST
4. Familiarity with Node.JS & REST (Good to have)
5. Solid understanding of web development best practices and design patterns
6. Strong problem-solving skills and attention to detail
7. Excellent communication and collaboration skills. CSS , Figma , HTML , JavaScript , Node.js , ReactJS , REST API","₹ 2,500 lump sum",https://internshala.com/internship/detail/work-from-home-part-time-front-end-development-internship-at-grinning-co1709014203
"Third Origin LLC (Charlotte, United States)",Python Development,"CSS , Django , Flask , HTML , Python , REST API","As a Python Developer Intern, you will play a pivotal role in our development team. 
In addition to working on Python projects, you will actively participate in quality assurance processes, create technical documentation, and collaborate with other team members

Selected intern's day-to-day responsibilities include:

1. Collaborate with our development team on Python projects, including coding, QA testing, and debugging
2. Assist in developing and executing comprehensive test plans and test cases for software products
3. Conduct manual and automated testing to ensure software quality and functionality
4. Document test results, identify issues, and assist in bug tracking and resolution
5. Contribute to the creation and maintenance of technical documentation, including user guides and API documentation
6. Collaborate with designers, developers, and product managers to deliver high-quality software
7. Participate in team meetings, code reviews, and brainstorming sessions

Qualifications:

1. Proficient in Python programming
2. Strong problem-solving skills and attention to detail
3. Basic understanding of software testing concepts and methodologies
4. Excellent written and verbal communication skills
5. Ability to work collaboratively and independently in a fast-paced environment
6. Eagerness to learn new technologies and methodologies

Additional Skills (Preferred, but not required):

1. Familiarity with version control systems (e.g., Git)
2. Experience with testing frameworks (e.g., pretest, unittest)
3. Knowledge of software development best practices
4. Basic understanding of APIs and web services. CSS , Django , Flask , HTML , Python , REST API","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-python-development-internship-at-third-origin-llc1709009766
Idea Usher,Full Stack Development,"AngularJS , CSS , HTML , JavaScript , MongoDB , MySQL , Node.js , PHP , Python , ReactJS","Selected intern's day-to-day responsibilities include:

1. Collaborate with the development team to design and develop user-friendly web applications using ReactJS, Node.js, and Angular.js
2. Create and implement efficient back-end solutions using Python, MySQL, MongoDB, and PHP to ensure seamless integration with front-end applications
3. Write clean and maintainable code while adhering to best coding practices and industry standards
4. Conduct thorough testing and debugging to identify and resolve any issues or bugs in the application
5. Assist in the deployment and maintenance of web applications on various hosting platforms
6. Stay updated with the latest trends and advancements in web development technologies to suggest innovative solutions
7. Collaborate with cross-functional teams to effectively contribute to the overall development process and deliver exceptional results. AngularJS , CSS , HTML , JavaScript , MongoDB , MySQL , Node.js , PHP , Python , ReactJS","₹ 15,000-18,000 /month",https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-idea-usher1708957555
Across The Globe (ATG),Web Development (Frontend),"Bootstrap , CSS , HTML , JavaScript","Selected intern's day-to-day responsibilities include:

1. Develop, enhance, test, and maintain web applications by working on HTML, CSS & JavaScript
2. Work with the team to debug and troubleshoot issues
3. Collaborate with the development team to ensure web applications meet standards
4. Suggest new features and approaches to improve web applications
5. Stay up-to-date on web development trends and technologies. Bootstrap , CSS , HTML , JavaScript","₹ 2,500-7,500 /month",https://internshala.com/internship/detail/work-from-home-part-time-web-development-frontend-internship-at-across-the-globe-atg1708952333
Ozibook Tech Solutions Private Limited,Wix Website Development,"Certificate ,  Letter of recommendation ,  Flexible work hours","Selected intern's day-to-day responsibilities include: 

1. Develop and optimize WIX websites for mobile and laptop views, ensuring high-quality standards and optimal performance
2. Conduct comprehensive audits, identify areas for website improvement, and implement design enhancements based on audit findings
3. Work closely with content writers and UI/UX designers, attending project meetings, and actively participating in discussions
4. Create detailed plans for website projects, outline tasks and timelines, and execute plans with iterative feedback from clients
5. Develop and implement monthly maintenance strategies for client websites, ensuring ongoing high-quality standards
6. Demonstrate expertise in utilizing the WIX platform for seamless development and stay updated on its latest features
7. Effectively use tools such as Google Docs, Sheets, Forms, Canva, Notion, and Discord, integrating them for streamlined collaboration and communication
8. Optimize website loading times for a seamless user experience, implementing measures to enhance overall speed and performance
9. Align with the overarching goals of the Ozibook team, focusing on crafting visually appealing websites that meet client expectations. Certificate ,  Letter of recommendation ,  Flexible work hours","₹ 1,000 /month",https://internshala.com/internship/detail/work-from-home-part-time-wix-website-development-internship-at-ozibook-tech-solutions-private-limited1709008762
"Rajat Khanna (New Orleans, United States)",Data Analytics,"Data Analysis , Data Science , Python , R Programming","Selected intern's day-to-day responsibilities include: 

1. Working on large datasets and processing/cleaning up data
2. Using specific formulas to create variables and measures
3. Generating visually appealing graphs/charts using the data and variables from the above two steps. Data Analysis , Data Science , Python , R Programming","₹ 1,000 /month",https://internshala.com/internship/detail/work-from-home-data-analytics-internship-at-rajat-khanna1709006286
Paragon Finance Limited,Equity Analyst,"Data Analysis , Market Analysis","Selected intern's day-to-day responsibilities include: 

1. Work on share and mutual fund analysis
2. Manage day-to-day share market watch
3. Learn new things and suggestions. Data Analysis , Market Analysis","₹ 2,000-4,000 /month",https://internshala.com/internship/detail/equity-analyst-internship-in-ranchi-at-paragon-finance-limited1708957379
Closet Diaries,WordPress Development,"CSS , HTML , Search Engine Optimization (SEO) , WordPress","Selected intern's day-to-day responsibilities include developing features in WordPress and the front end.

Requirement: Should have prior experience in developing WordPress websites with extensions and database use.. CSS , HTML , Search Engine Optimization (SEO) , WordPress","₹ 5,000 /month",https://internshala.com/internship/detail/part-time-wordpress-development-internship-in-mumbai-at-closet-diaries1708955403
DigiVerifi Private Limited,Business Analytics,"Business Analysis , Business Research , Figma","Selected intern's day-to-day responsibilities include: 

1. Understand existing process flow
2. Prepare business requirement documents for the IT team 
3. Prepare wireframes using Figma. Business Analysis , Business Research , Figma","₹ 7,000 /month",https://internshala.com/internship/detail/business-analytics-internship-in-noida-at-digiverifi-private-limited1708955230
LogicLoom IT Solutions Private Limited,Market Research,"Data Analysis , Effective Communication , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-PowerPoint , Research and Analytics","Selected intern's day-to-day responsibilities include: 

1. Conducting secondary market research using online sources, databases, and reports
2. Analyzing and interpreting data to identify market trends, consumer behavior, and competitive advantages
3. Creating and presenting reports, charts, and graphs to communicate findings and recommendations
4. Assisting with the design and execution of primary market research surveys, interviews, and focus groups
5. Collaborating with other departments and stakeholders to support marketing initiatives and campaigns. Data Analysis , Effective Communication , English Proficiency (Spoken) , English Proficiency (Written) , MS-Excel , MS-Office , MS-PowerPoint , Research and Analytics","₹ 5,000 /month",https://internshala.com/internship/detail/work-from-home-market-research-internship-at-logicloom-it-solutions-private-limited1708953093
Business Quant,Full Stack Development,"AJAX , JavaScript , jQuery , MySQL , PHP , WordPress","Selected intern's day-to-day responsibilities include: 

1. Build front-end web apps for our WordPress website, using Javascript, JQuery, AJAX and CSS,
2. Optimize the website to speed up the loading time of our website,
3. Co-ordinate with the back-end development team and convey your requirements to them.. AJAX , JavaScript , jQuery , MySQL , PHP , WordPress","₹ 10,000-15,000 /month",https://internshala.com/internship/detail/work-from-home-full-stack-development-internship-at-business-quant1708949120
Augur Talent,Human Resources (HR),"Data Analysis , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Google Analytics , HR Analytics , Market Research , MS-Excel , MS-Office , MS-Word","Selected intern's day-to-day responsibilities include: 

1. File documents and answer client and employee inquiries
2. Schedule interviews and confirm applicant availability
3. Gather and organize job applications
4. Write employee communications and correspondence about updates in HR policies
5. Participate and assist in career days and company social and networking events
6. Perform ad hoc tasks as required. Data Analysis , Digital Marketing , Email Marketing , English Proficiency (Spoken) , English Proficiency (Written) , Google Analytics , HR Analytics , Market Research , MS-Excel , MS-Office , MS-Word","₹ 5,000-12,000 /month",https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-augur-talent1708941457
Advertising Saga,Excel Data Automation Specialist,"Advanced Excel , MS-Excel , Python","Selected intern's day-to-day responsibilities include: 

1. Write VBA codes & Create Macros for automating various manual tasks
2. FInding things that can be automated via macros. Advanced Excel , MS-Excel , Python","₹ 10,000 /month",https://internshala.com/internship/detail/work-from-home-excel-data-automation-specialist-internship-at-advertising-saga1708947739
Essential Services Outsource,WordPress Development,"CSS , HTML , PHP , Search Engine Optimization (SEO) , WordPress","We are looking for a talented intern to complete a WordPress website in less than 15 days. The ideal candidate should be familiar with WordPress, have experience in web development, and be willing to learn and work in a fast-paced environment.

Selected intern's day-to-day responsibilities include:

1. Build and develop a WordPress website from scratch within the given deadline
2. Create custom templates and plugins using HTML, CSS, JavaScript, and PHP
3. Collaborate with the team to ensure the website meets the client's requirements and is visually appealing
4. Troubleshoot any technical issues that may arise during the website development process
5. Maintain and update the website as needed

Requirements:

1. Proficiency in WordPress and web development
2. Familiarity with HTML, CSS, JavaScript, and PHP
3. Ability to work independently and as part of a team
4. Strong communication and problem-solving skills
5. Attention to detail and ability to meet deadlines

Note: This is a paid internship with the potential for future employment opportunities. If you are passionate about web development and have the skills we are looking for, we encourage you to apply.. CSS , HTML , PHP , Search Engine Optimization (SEO) , WordPress","₹ 2,000 /month",https://internshala.com/internship/detail/wordpress-development-internship-in-delhi-at-essential-services-outsource1708945992
Articussol,Backend Development,"Express.js , Java , Node.js , REST API","Selected intern's day-to-day responsibilities include: 

1. Writing Server-Side Logic: Design and implement the core business logic of the application that runs on the server
2. API Development: Design and develop RESTful APIs to expose backend functionality to client applications. Define API endpoints, request/response payloads, and authentication mechanisms
 3. Database Management: Design database schemas that efficiently represent application data and relationships on the Postgres Database. Write database queries, stored procedures, and triggers to perform data manipulation and retrieval operations.
4. Integration with External Services: Integrate the backend with third-party services, such as payment gateways, email delivery services, or social media platforms. Implement APIs or SDKs provided by external services to facilitate communication and data exchange
5. Collaboration and Documentation: Collaborate with frontend developers, designers, QA engineers, and other stakeholders to integrate frontend and backend components seamlessly. Participate in code reviews to ensure code quality, adherence to coding standards, and knowledge sharing within the team. Document server-side logic, API endpoints, and database schemas comprehensively to aid understanding, maintenance, and future development. Express.js , Java , Node.js , REST API","₹ 5,000-12,000 /month",https://internshala.com/internship/detail/backend-development-internship-in-hyderabad-at-articussol1708943328
IQApex Labs,Blockchain Development,"Blockchain , Ethereum , JavaScript , Node.js , ReactJS , Solidity","Selected intern's day-to-day responsibilities include: 

1. Interpret client requirements to the blockchain architect and lead smart contracts development
2. Develop features and augmentations in a stable, tested, and efficient way
3. Develop Solidity code engineering on client platforms
4. Review the technical reviews of the products
5. Take care of blockchain integration with existing applications
6. Collaborate with multi-disciplinary teams and product managers to brainstorm the latest technologies and applications

Requirements:

1. Basic understanding of the fundamentals of encryption and cryptography
2. Good knowledge & experience in JavaScript, Solidity and Hyperledger
3. Proficient with one or more programming languages such as Python, Java
4. Experience with database architecture and design to create storage solutions for managing distributed ledger and related data/state in files/database system
5. Critical thinker with excellent judgment and strong initiative
6. Built and deployed collections of NFTs on any of the popular blockchains (Ethereum, Polygon, Solana). Blockchain , Ethereum , JavaScript , Node.js , ReactJS , Solidity","₹ 15,000-30,000 /month",https://internshala.com/internship/detail/blockchain-development-internship-in-multiple-locations-at-iqapex-labs1708941117
Inorbvict Healthcare India Private Limited,Data Science,"Data Analytics , Data Science , Machine Learning , Python , SQL","Selected intern's day-to-day responsibilities include: 

1. Collect, clean, and pre-process large datasets from various sources
2. Perform exploratory data analysis to identify patterns, trends, and correlations in the data
3. Evaluate and validate models by applying appropriate evaluation metrics and statistical techniques. Data Analytics , Data Science , Machine Learning , Python , SQL","₹ 6,000 /month",https://internshala.com/internship/detail/data-science-internship-in-pune-at-inorbvict-healthcare-india-private-limited1708935278
Dhaal Healthcare Private Limited,Inside Sales,"Client Relationship , Data Analysis , English Proficiency (Spoken) , English Proficiency (Written) , Sales , Sales pitch","Selected intern's day-to-day responsibilities include: 

1. Generate sales inquiries
2. Conduct telephonic lead generation
3. Establish channel partners
4. Manage back-office operational tasks
5. Implement online marketing strategies
6. Generate reports as needed. Client Relationship , Data Analysis , English Proficiency (Spoken) , English Proficiency (Written) , Sales , Sales pitch","₹ 12,000-15,000 /month",https://internshala.com/internship/detail/inside-sales-internship-in-noida-at-dhaal-healthcare-private-limited1708934607
